deployment_id,receiver_reference_type,receiver_serial_number,receiver_manufacturer,latitude (degrees_north),longitude (degrees_east),time(UTC),recovery_datetime_utc (UTC),bottom_depth (m),depth (m),deployment_comments,deployment_project_reference,receiver_model,receiver_reference_id,datacenter_reference
ASF-CB21-VR2W-103135-2010,ManmadePlatform,103135,VEMCO,47.94205,-65.32418,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB21,OTN-Global
ASF-CB22-VR2W-103136-2009,ManmadePlatform,103136,VEMCO,47.9486,-65.33085,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB22,OTN-Global
ASF-CB22-VR2W-103136-2010,ManmadePlatform,103136,VEMCO,47.9486,-65.33085,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB22,OTN-Global
ASF-CB23-VR2W-103137-2009,ManmadePlatform,103137,VEMCO,47.95458,-65.33663,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB23,OTN-Global
ASF-CB23-VR2W-103137-2010,ManmadePlatform,103137,VEMCO,47.95458,-65.33663,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB23,OTN-Global
ASF-CB24-VR2W-103140-2009,ManmadePlatform,103140,VEMCO,47.96243,-65.34307,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB24,OTN-Global
ASF-CB24-VR2W-103140-2010,ManmadePlatform,103140,VEMCO,47.96243,-65.34307,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB24,OTN-Global
ASF-CB25-VR2W-103120-2009,ManmadePlatform,103120,VEMCO,47.96918,-65.34932,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB25,OTN-Global
ASF-CB25-VR2W-103120-2010,ManmadePlatform,103120,VEMCO,47.96918,-65.34932,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB25,OTN-Global
ASF-CB26-VR2W-103139-2009,ManmadePlatform,103139,VEMCO,47.97632,-65.35645,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB26,OTN-Global
ASF-CB20-VR2W-104380-2010,ManmadePlatform,104380,VEMCO,47.93477,-65.31815,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB20,OTN-Global
ASF-CB28-VR2W-103119-2009,ManmadePlatform,103119,VEMCO,47.99062,-65.36922,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB28,OTN-Global
ASF-CB29-VR2W-103121-2009,ManmadePlatform,103121,VEMCO,47.99728,-65.37537,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB29,OTN-Global
ASF-CB29-VR2W-103121-2010,ManmadePlatform,103121,VEMCO,47.99728,-65.37537,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2W,ASF_ASF-CB29,OTN-Global
ASF-CB2-VR2-4288-2009,ManmadePlatform,4288,VEMCO,47.82103,-65.214,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB2,OTN-Global
ASF-CB2-VR2-4288-2010,ManmadePlatform,4288,VEMCO,47.82103,-65.214,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB2,OTN-Global
ASF-CB3-VR2-4290-2009,ManmadePlatform,4290,VEMCO,47.82633,-65.21888,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB3,OTN-Global
ASF-CB3-VR2-4290-2010,ManmadePlatform,4290,VEMCO,47.82633,-65.21888,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB3,OTN-Global
ASF-CB4-VR2-4293-2010,ManmadePlatform,4293,VEMCO,47.83153,-65.22368,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB4,OTN-Global
ASF-CB5-VR2-4296-2009,ManmadePlatform,4296,VEMCO,47.83702,-65.22885,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB5,OTN-Global
ASF-CB5-VR2-4296-2010,ManmadePlatform,4296,VEMCO,47.83702,-65.22885,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB5,OTN-Global
ASF-CB6-VR2-4301-2009,ManmadePlatform,4301,VEMCO,47.84223,-65.23345,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB6,OTN-Global
ASF-CB6-VR2-4301-2010,ManmadePlatform,4301,VEMCO,47.84223,-65.23345,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB6,OTN-Global
ASF-CB7-VR2-4303-2009,ManmadePlatform,4303,VEMCO,47.84785,-65.23913,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB7,OTN-Global
ASF-CB9-VR2-4313-2009,ManmadePlatform,4313,VEMCO,47.85897,-65.24855,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CB9,OTN-Global
ASF-Chaleur Bay 10-VR2-5018-2005,ManmadePlatform,5018,VEMCO,47.87753,-65.25943,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 10,OTN-Global
ASF-Chaleur Bay 10-VR2-5018-2006,ManmadePlatform,5018,VEMCO,47.87753,-65.25943,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 10,OTN-Global
ASF-Chaleur Bay 11-VR2-5019-2005,ManmadePlatform,5019,VEMCO,47.8855,-65.26765,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 11,OTN-Global
ASF-Chaleur Bay 11-VR2-5019-2006,ManmadePlatform,5019,VEMCO,47.8855,-65.26765,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 11,OTN-Global
ASF-Chaleur Bay 12-VR2-5021-2006,ManmadePlatform,5021,VEMCO,47.89292,-65.27652,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 12,OTN-Global
ASF-Chaleur Bay 13-VR2-5022-2006,ManmadePlatform,5022,VEMCO,47.90697,-65.29155,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 13,OTN-Global
ASF-Chaleur Bay 14-VR2-5022-2005,ManmadePlatform,5022,VEMCO,47.90697,-65.29158,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 14,OTN-Global
ASF-Chaleur Bay 14-VR2-5023-2006,ManmadePlatform,5023,VEMCO,47.90697,-65.29158,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 14,OTN-Global
ASF-Chaleur Bay 15-VR2-5023-2005,ManmadePlatform,5023,VEMCO,47.91288,-65.30103,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 15,OTN-Global
ASF-Chaleur Bay 15-VR2-5024-2006,ManmadePlatform,5024,VEMCO,47.91288,-65.30103,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 15,OTN-Global
ASF-Chaleur Bay 16-VR2-5024-2005,ManmadePlatform,5024,VEMCO,47.91292,-65.30105,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 16,OTN-Global
ASF-Chaleur Bay 16-VR2-5025-2006,ManmadePlatform,5025,VEMCO,47.91292,-65.30105,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 16,OTN-Global
ASF-Chaleur Bay 17-VR2-5025-2005,ManmadePlatform,5025,VEMCO,47.92055,-65.30977,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 17,OTN-Global
ASF-Chaleur Bay 17-VR2-5027-2006,ManmadePlatform,5027,VEMCO,47.92055,-65.30977,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 17,OTN-Global
ASF-Chaleur Bay 18-VR2-5028-2006,ManmadePlatform,5028,VEMCO,47.93515,-65.32567,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 18,OTN-Global
ASF-Chaleur Bay 19-VR2-5027-2005,ManmadePlatform,5027,VEMCO,47.94258,-65.33477,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 19,OTN-Global
ASF-Chaleur Bay 19-VR2-5029-2006,ManmadePlatform,5029,VEMCO,47.94258,-65.33477,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 19,OTN-Global
ASF-Chaleur Bay 1-VR2-4316-2006,ManmadePlatform,4316,VEMCO,47.821,-65.192,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 1,OTN-Global
ASF-Chaleur Bay 1-VR2-5009-2005,ManmadePlatform,5009,VEMCO,47.821,-65.192,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 1,OTN-Global
ASF-Chaleur Bay 20-VR2-5028-2005,ManmadePlatform,5028,VEMCO,47.95675,-65.35192,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 20,OTN-Global
ASF-Chaleur Bay 20-VR2-5030-2006,ManmadePlatform,5030,VEMCO,47.95675,-65.35192,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 20,OTN-Global
ASF-Chaleur Bay 21-VR2-5029-2005,ManmadePlatform,5029,VEMCO,47.9635,-65.35995,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 21,OTN-Global
ASF-Chaleur Bay 21-VR2-5031-2006,ManmadePlatform,5031,VEMCO,47.9635,-65.35995,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 21,OTN-Global
ASF-Chaleur Bay 22-VR2-5030-2005,ManmadePlatform,5030,VEMCO,47.97125,-65.36853,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 22,OTN-Global
ASF-Chaleur Bay 22-VR2-5032-2006,ManmadePlatform,5032,VEMCO,47.97125,-65.36853,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 22,OTN-Global
ASF-Chaleur Bay 23-VR2-5031-2005,ManmadePlatform,5031,VEMCO,47.97863,-65.37787,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 23,OTN-Global
ASF-Chaleur Bay 23-VR2-5033-2006,ManmadePlatform,5033,VEMCO,47.97863,-65.37787,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 23,OTN-Global
ASF-Chaleur Bay 24-VR2-5032-2005,ManmadePlatform,5032,VEMCO,47.98503,-65.3845,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 24,OTN-Global
ASF-Chaleur Bay 24-VR2-5034-2006,ManmadePlatform,5034,VEMCO,47.98503,-65.3845,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 24,OTN-Global
ASF-Chaleur Bay 25-VR2-5033-2005,ManmadePlatform,5033,VEMCO,47.9925,-65.39385,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 25,OTN-Global
ASF-Chaleur Bay 25-VR2-5035-2006,ManmadePlatform,5035,VEMCO,47.9925,-65.39385,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 25,OTN-Global
ASF-Chaleur Bay 26-VR2-5034-2005,ManmadePlatform,5034,VEMCO,47.9991,-65.40167,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 26,OTN-Global
ASF-Chaleur Bay 26-VR2-5036-2006,ManmadePlatform,5036,VEMCO,47.9991,-65.40167,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 26,OTN-Global
ASF-Chaleur Bay 27-VR2-2594-2006,ManmadePlatform,2594,VEMCO,47.819,-65.18933,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 27,OTN-Global
ASF-Chaleur Bay 28-VR2-2595-2006,ManmadePlatform,2595,VEMCO,47.81983,-65.16333,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 28,OTN-Global
ASF-Chaleur Bay 2-VR2-5009-2006,ManmadePlatform,5009,VEMCO,47.8279,-65.20037,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 2,OTN-Global
ASF-Chaleur Bay 2-VR2-5010-2005,ManmadePlatform,5010,VEMCO,47.8279,-65.20037,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 2,OTN-Global
ASF-Chaleur Bay 3-VR2-5010-2006,ManmadePlatform,5010,VEMCO,47.83525,-65.2091,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 3,OTN-Global
ASF-Chaleur Bay 3-VR2-5011-2005,ManmadePlatform,5011,VEMCO,47.83525,-65.2091,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 3,OTN-Global
ASF-Chaleur Bay 4-VR2-5011-2006,ManmadePlatform,5011,VEMCO,47.83525,-65.20908,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 4,OTN-Global
ASF-Chaleur Bay 4-VR2-5012-2005,ManmadePlatform,5012,VEMCO,47.83525,-65.20908,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 4,OTN-Global
ASF-Chaleur Bay 5-VR2-5012-2006,ManmadePlatform,5012,VEMCO,47.84783,-65.22498,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 5,OTN-Global
ASF-Chaleur Bay 5-VR2-5013-2005,ManmadePlatform,5013,VEMCO,47.84783,-65.22498,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 5,OTN-Global
ASF-Chaleur Bay 6-VR2-5013-2006,ManmadePlatform,5013,VEMCO,47.85532,-65.23278,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 6,OTN-Global
ASF-Chaleur Bay 6-VR2-5014-2005,ManmadePlatform,5014,VEMCO,47.85532,-65.23278,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 6,OTN-Global
ASF-Chaleur Bay 7REPLACE-VR2-3337-2006,ManmadePlatform,3337,VEMCO,47.86367,-65.24217,2006-06-15T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 7REPLACE,OTN-Global
ASF-Chaleur Bay 7-VR2-5014-2006,ManmadePlatform,5014,VEMCO,47.86488,-65.24403,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 7,OTN-Global
ASF-Chaleur Bay 7-VR2-5015-2005,ManmadePlatform,5015,VEMCO,47.86488,-65.24403,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 7,OTN-Global
ASF-Chaleur Bay 8-VR2-5015-2006,ManmadePlatform,5015,VEMCO,47.8649,-65.244,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 8,OTN-Global
ASF-Chaleur Bay 8-VR2-5016-2005,ManmadePlatform,5016,VEMCO,47.8649,-65.244,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 8,OTN-Global
ASF-Chaleur Bay 9-VR2-5016-2006,ManmadePlatform,5016,VEMCO,47.87087,-65.2501,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 9,OTN-Global
ASF-Chaleur Bay 9-VR2-5017-2005,ManmadePlatform,5017,VEMCO,47.87087,-65.2501,2005-05-28T03:00:00Z,2005-11-02T04:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Chaleur Bay 9,OTN-Global
ASF-CHBAY-10-VR2-4301-2007,ManmadePlatform,4301,VEMCO,47.86538,-65.25478,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,76.923,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-10,OTN-Global
ASF-CHBAY-11-VR2-4303-2007,ManmadePlatform,4303,VEMCO,47.8724,-65.26112,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-11,OTN-Global
ASF-CHBAY-12-VR2-4304-2007,ManmadePlatform,4304,VEMCO,47.87932,-65.2675,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,72.308,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-12,OTN-Global
ASF-CHBAY-13-VR2-4305-2007,ManmadePlatform,4305,VEMCO,47.88623,-65.2738,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-13,OTN-Global
ASF-CHBAY-14-VR2-4306-2007,ManmadePlatform,4306,VEMCO,47.8932,-65.28017,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-14,OTN-Global
ASF-CHBAY-15-VR2-4307-2007,ManmadePlatform,4307,VEMCO,47.90028,-65.28652,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-15,OTN-Global
ASF-CHBAY-16-VR2-4308-2007,ManmadePlatform,4308,VEMCO,47.9072,-65.29288,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-16,OTN-Global
ASF-CHBAY-17-VR2-4309-2007,ManmadePlatform,4309,VEMCO,47.91418,-65.29917,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-17,OTN-Global
ASF-CHBAY-18-VR2-4311-2007,ManmadePlatform,4311,VEMCO,47.92093,-65.30542,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,73.846,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-18,OTN-Global
ASF-CHBAY-19-VR2-4312-2007,ManmadePlatform,4312,VEMCO,47.92785,-65.3117,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,69.231,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-19,OTN-Global
ASF-CHBAY-1-VR2-4287-2007,ManmadePlatform,4287,VEMCO,47.81527,-65.20925,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-1,OTN-Global
ASF-CHBAY-20-VR2-4313-2007,ManmadePlatform,4313,VEMCO,47.93477,-65.318,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,66.154,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-20,OTN-Global
ASF-CHBAY-21-VR2-4314-2007,ManmadePlatform,4314,VEMCO,47.94175,-65.32438,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,61.538,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-21,OTN-Global
ASF-CHBAY-22-VR2-4316-2007,ManmadePlatform,4316,VEMCO,47.9486,-65.33075,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,58.461,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-22,OTN-Global
ASF-CHBAY-23-VR2-5009-2007,ManmadePlatform,5009,VEMCO,47.9552,-65.33678,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,52.308,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-23,OTN-Global
ASF-CHBAY-24-VR2-5010-2007,ManmadePlatform,5010,VEMCO,47.9854,-65.38548,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-24,OTN-Global
ASF-CHBAY-25-VR2-5011-2007,ManmadePlatform,5011,VEMCO,47.99242,-65.3938,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-25,OTN-Global
ASF-CHBAY-26-VR2-5012-2007,ManmadePlatform,5012,VEMCO,47.99925,-65.401,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,40,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-26,OTN-Global
ASF-CHBAY-27-VR2-5013-2007,ManmadePlatform,5013,VEMCO,47.8105,-65.22328,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,30.769,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-27,OTN-Global
ASF-CHBAY-28-VR2-5016-2007,ManmadePlatform,5016,VEMCO,47.81895,-65.22823,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,18.461,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-28,OTN-Global
ASF-CHBAY-29-VR2-5021-2007,ManmadePlatform,5021,VEMCO,47.82658,-65.2356,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,9.231,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-29,OTN-Global
ASF-CHBAY-2-VR2-4288-2007,ManmadePlatform,4288,VEMCO,47.82073,-65.21413,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-2,OTN-Global
ASF-CHBAY-3-VR2-4290-2007,ManmadePlatform,4290,VEMCO,47.83535,-65.20893,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,30.769,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-3,OTN-Global
ASF-CHBAY-4-VR2-4291-2007,ManmadePlatform,4291,VEMCO,47.84248,-65.21732,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,40,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-4,OTN-Global
ASF-CHBAY-5-VR2-4292-2007,ManmadePlatform,4292,VEMCO,47.84965,-65.22575,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,49.231,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-5,OTN-Global
ASF-CHBAY-6-VR2-4293-2007,ManmadePlatform,4293,VEMCO,47.85678,-65.23405,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,58.461,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-6,OTN-Global
ASF-CHBAY-7-VR2-5017-2007,ManmadePlatform,5017,VEMCO,47.86393,-65.24253,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,67.692,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-7,OTN-Global
ASF-CHBAY-9-VR2-4300-2007,ManmadePlatform,4300,VEMCO,47.87838,-65.25917,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,66.154,74.7,UNKNOWN,ASF,VR2,ASF_ASF-CHBAY-9,OTN-Global
ASF-Deforest-2010-VR2-2610-2010,ManmadePlatform,2610,VEMCO,50.3395,-64.24783,2010-06-02T18:57:00Z,2010-07-26T18:32:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-Deforest-2010,OTN-Global
ASF-DOUGLASTOWN 2-VR2-1112-2009,ManmadePlatform,1112,VEMCO,47.02073,-65.49472,2009-04-27T17:49:00Z,2009-12-01T04:00:00Z,123.8,74.7,UNKNOWN,ASF,VR2,ASF_ASF-DOUGLASTOWN 2,OTN-Global
