platform_reference_id	platform_project_reference	platform_type	platform_depth	latitude(degree_north)	longitude(degree_east)	datacenter_reference
SAF-MB002	SAF	Underwater mooring	21	-34.08662	22.19435	OTN-Global
SAF-MB013	SAF	Underwater mooring	48	-34.15786	22.24009	OTN-Global
SAF-FB001	SAF	Underwater mooring	41	-34.36798	18.81178	OTN-Global
SAF-MB014	SAF	Underwater mooring	50	-34.16428	22.24424	OTN-Global
SAF-AB001	SAF	Underwater mooring	20	-33.77729	26.31278	OTN-Global
SAF-AB002	SAF	Underwater mooring	20	-33.78536	26.31389	OTN-Global
SAF-AB003	SAF	Underwater mooring	28	-33.79325	26.3152	OTN-Global
SAF-AB004	SAF	Underwater mooring	28	-33.8017	26.31621	OTN-Global
SAF-AB005	SAF	Underwater mooring	30	-33.80968	26.31628	OTN-Global
SAF-AB006	SAF	Underwater mooring	31	-33.81786	26.31632	OTN-Global
SAF-AB007	SAF	Underwater mooring	29	-33.82578	26.31655	OTN-Global
SAF-MB001	SAF	Underwater mooring	15	-34.08061	22.1905	OTN-Global
SAF-HB005	SAF	Underwater mooring	82	-34.04391	18.27266	OTN-Global
SAF-MB003	SAF	Underwater mooring	27	-34.09309	22.1985	OTN-Global
SAF-MB004	SAF	Underwater mooring	31	-34.0996	22.20267	OTN-Global
SAF-MB005	SAF	Underwater mooring	35	-34.10602	22.20682	OTN-Global
KM001	SAF	Underwater mooring	30.8	-32.704722	28.384833	OTN-Global
SAF-FB002	SAF	Underwater mooring	54	-34.36868	18.80307	OTN-Global
SAF-FB003	SAF	Underwater mooring	61	-34.36905	18.79488	OTN-Global
SAF-FB004	SAF	Underwater mooring	73	-34.36967	18.7865	OTN-Global
SAF-MB006	SAF	Underwater mooring	37	-34.11254	22.211	OTN-Global
SAF-MB007	SAF	Underwater mooring	38	-34.1191	22.21518	OTN-Global
SAF-FB005	SAF	Underwater mooring	71	-34.37021	18.77812	OTN-Global
SAF-HB001	SAF	Underwater mooring	29	-34.04449	18.30325	OTN-Global
SAF-HB002	SAF	Underwater mooring	38	-34.04445	18.29575	OTN-Global
SAF-GB001	SAF	Underwater mooring	20	-34.06667	22.24215	OTN-Global
SAF-GB002	SAF	Underwater mooring	27	-34.07296	22.24687	OTN-Global
SAF-GB003	SAF	Underwater mooring	30	-34.07895	22.25137	OTN-Global
SAF-CSB001	SAF	Underwater mooring	25	-34.18228	22.1753	OTN-Global
SAF-CSB002	SAF	Underwater mooring	33	-34.18782	22.1818	OTN-Global
SAF-CSB003	SAF	Underwater mooring	43	-34.19321	22.18766	OTN-Global
SAF-HB003	SAF	Underwater mooring	60	-34.04431	18.28771	OTN-Global
SAF-HB004	SAF	Underwater mooring	68	-34.04415	18.28085	OTN-Global
SAF-MOZ001	SAF	Underwater mooring	17.7	-26.85456	32.89933	OTN-Global
SAF-MOZ002	SAF	Underwater mooring	29.1	-26.8545	32.90536	OTN-Global
SAF-MOZ003	SAF	Underwater mooring	45.1	-26.8545	32.91139	OTN-Global
SAF-Bushmans	SAF	Underwater mooring	1.8	-33.68522	26.66255	OTN-Global
SAF-Great Fish	SAF	Underwater mooring	1.5	-33.49092	27.12949	OTN-Global
SAF-Kariega	SAF	Underwater mooring	1.5	-33.67194	26.67469	OTN-Global
SAF-Kowie	SAF	Underwater mooring	1.5	-33.59969	26.89424	OTN-Global
KM002	SAF	Underwater mooring	44.1	-32.708083	28.391333	OTN-Global
KM003	SAF	Underwater mooring	40.9	-32.711	28.397972	OTN-Global
SAF-CP001	SAF	Underwater mooring	32	-34.32815	18.4748	OTN-Global
SAF-CP002	SAF	Underwater mooring	50	-34.3275	18.48335	OTN-Global
SAF-CP003	SAF	Underwater mooring	60	-34.32701	18.49183	OTN-Global
SAF-CP004	SAF	Underwater mooring	64	-34.32656	18.50018	OTN-Global
SAF-CP005	SAF	Underwater mooring	67	-34.32618	18.50856	OTN-Global
SAF-PA001	SAF	Underwater mooring	28.4	-33.62376	26.89191	OTN-Global
SAF-PA002	SAF	Underwater mooring	34.2	-33.62813	26.89851	OTN-Global
GSB-GSB002	SAF	Underwater mooring	29	-34.70415	19.40503	OTN-Global
SAF-MOZ004	SAF	Underwater mooring	44.9	-26.85447	32.91739	OTN-Global
SAF-PA003	SAF	Underwater mooring	39.2	-33.63283	26.90616	OTN-Global
SAF-PA004	SAF	Underwater mooring	50.2	-33.63732	26.91446	OTN-Global
SAF-PA005	SAF	Underwater mooring	61.1	-33.64155	26.92158	OTN-Global
RECAPTURE-SAIAB-52-14	SAF	Underwater mooring	135.3	-33.86534	25.63307	OTN-Global
RECAPTURE-SAIAB-r0-14	SAF	Underwater mooring	135.3	-33.86534	25.63307	OTN-Global
SAF-MOZ005	SAF	Underwater mooring	49.5	-26.85447	32.92342	OTN-Global
SAF-Sundays	SAF	Underwater mooring	1.5	-33.69511	25.83502	OTN-Global
SAF-PSJ001	SAF	Underwater mooring	20	-31.61339	29.58931	OTN-Global
SAF-PSJ002	SAF	Underwater mooring	34	-31.61746	29.59521	OTN-Global
SAF-PSJ003	SAF	Underwater mooring	42	-31.62116	29.60119	OTN-Global
SAF-PSJ004	SAF	Underwater mooring	54	-31.62494	29.60773	OTN-Global
SAF-PSJ005	SAF	Underwater mooring	70	-31.62851	29.61389	OTN-Global
RECAPTURE-SAIAB-23-14	SAF	Underwater mooring	135.3	-33.72009	25.85276	OTN-Global
GSB-GSB003	SAF	Underwater mooring	29	-34.71118	19.40718	OTN-Global
EST-Coega	SAF	Underwater mooring	3	-33.79908	25.69785	OTN-Global
EST-Gamtoos	SAF	Underwater mooring	1.6	-33.96096	25.01524	OTN-Global
EST-Gouritz	SAF	Underwater mooring	1	-34.33985	21.881	OTN-Global
EST-Keiskamma	SAF	Underwater mooring	1.3	-33.27771	27.48596	OTN-Global
EST-Knysna	SAF	Underwater mooring	6	-34.06535	23.04641	OTN-Global
EST-Kromme	SAF	Underwater mooring	1.8	-34.13954	24.83558	OTN-Global
EST-Mzimvubu	SAF	Underwater mooring	0.5	-31.5952	29.52911	OTN-Global
EST-Swartkops	SAF	Underwater mooring	1.5	-33.85946	25.6262	OTN-Global
GSB-GSB001	SAF	Underwater mooring	22	-34.69697	19.40488	OTN-Global
GSB-GSB004	SAF	Underwater mooring	41	-34.71837	19.40892	OTN-Global
GSB-GSB005	SAF	Underwater mooring	62	-34.72553	19.41082	OTN-Global
GWE-GG001	SAF	Underwater mooring	18	-31.293	30.0168	OTN-Global
JP-JP001	SAF	Underwater mooring	25	-27.5612	32.6861	OTN-Global
JP-JP002	SAF	Underwater mooring	40	-27.56112	32.69218	OTN-Global
JP-JP003	SAF	Underwater mooring	63	-27.56113	32.69847	OTN-Global
JP-JP004	SAF	Underwater mooring	68	-27.56118	32.70455	OTN-Global
JP-JP005	SAF	Underwater mooring	96	-27.56113	32.7112	OTN-Global
SAF-AB008	SAF	Underwater mooring	25	-33.83396	26.31708	OTN-Global
SAF-AB009	SAF	Underwater mooring	22	-33.84197	26.31772	OTN-Global
SAF-AB010	SAF	Underwater mooring	25	-33.84899	26.31833	OTN-Global
SAF-AB011	SAF	Underwater mooring	34	-33.8571	26.31908	OTN-Global
SAF-AB012	SAF	Underwater mooring	38	-33.86496	26.31999	OTN-Global
SAF-AB013	SAF	Underwater mooring	42	-33.87194	26.32075	OTN-Global
SAF-AB014	SAF	Underwater mooring	51	-33.87948	26.32158	OTN-Global
SAF-AB015	SAF	Underwater mooring	62	-33.8868	26.32199	OTN-Global
SAF-MB008	SAF	Underwater mooring	40	-34.12556	22.21933	OTN-Global
SAF-MB009	SAF	Underwater mooring	42	-34.13199	22.22348	OTN-Global
SAF-MB010	SAF	Underwater mooring	44	-34.1385	22.22766	OTN-Global
SAF-AB016	SAF	Underwater mooring	78	-33.89395	26.32216	OTN-Global
SAF-AB017	SAF	Underwater mooring	79	-33.90068	26.32248	OTN-Global
SAF-AB018	SAF	Underwater mooring	91	-33.90823	26.32264	OTN-Global
SAF-AB019	SAF	Underwater mooring	95	-33.91389	26.32297	OTN-Global
SAF-AB020	SAF	Underwater mooring	93	-33.9199	26.32371	OTN-Global
SAF-MB011	SAF	Underwater mooring	46	-34.14488	22.23176	OTN-Global
SAF-MB012	SAF	Underwater mooring	48	-34.15143	22.23597	OTN-Global
SAF-MB010T	SAF	Underwater mooring	47	-34.1385	22.22766	OTN-Global
EST-Storms River	SAF	Underwater mooring	8	-34.01886	23.90357	OTN-Global
DUR-BRDeep	SAF	Underwater mooring	26	-29.90783	31.05077	OTN-Global
DUR-BRShallow	SAF	Underwater mooring	15	-29.90528	31.04613	OTN-Global
DUR-Dharb	SAF	Underwater mooring	9	-29.86467	31.05718	OTN-Global
GWE-GG002	SAF	Underwater mooring	29	-31.29557	30.02297	OTN-Global
EST-Goukou	SAF	Underwater mooring	2	-34.36857	21.41443	OTN-Global
EST-Mngazana	SAF	Underwater mooring	1.5	-31.68787	29.38733	OTN-Global
PR-PR001	SAF	Underwater mooring	19.2	-30.82203	30.41302	OTN-Global
UM-UM001	SAF	Underwater mooring	20	-29.61437	31.16558	OTN-Global
RECAPTURE-SAIAB-22-14	SAF	Underwater mooring	135.3	-33.0057	27.82525	OTN-Global
RECAPTURE-SAIAB-38-14	SAF	Underwater mooring	135.3	-33.72009	25.85276	OTN-Global
RECAPTURE-SAIAB-53-14	SAF	Underwater mooring	135.3	-31.59999	29.53117	OTN-Global
RECAPTURE-SAIAB-28-14	SAF	Underwater mooring	135.3	-31.59999	29.53117	OTN-Global
RECAPTURE-SAIAB-25876	SAF	Underwater mooring	135.3	-33.4962	27.14026	OTN-Global
EST-DUI	SAF	Underwater mooring	1.6	-34.35142	21.00866	OTN-Global
EST-Klein Brak	SAF	Underwater mooring	2	-34.09104	22.1425	OTN-Global
EST-Tyolomnqa	SAF	Underwater mooring	1.2	-33.22471	27.57863	OTN-Global
EST-Breede	SAF	Underwater mooring	1.5	-34.3974	20.8353	OTN-Global
EST-Ntafufu	SAF	Underwater mooring	1.5	-31.557	29.6258	OTN-Global
GWE-GG01	SAF	Underwater mooring	18	-31.2929	30.0176	OTN-Global
GWE-GG02	SAF	Underwater mooring	29	-31.2952	30.022	OTN-Global
KZN-Hibberdene	SAF	Underwater mooring	20	-30.5877	30.5777	OTN-Global
KZN-Ifafa	SAF	Underwater mooring	18	-30.4658	30.6593	OTN-Global
KZN-Mbango 1	SAF	Underwater mooring	20	-30.7567	30.4584	OTN-Global
KZN-Mtwalume	SAF	Underwater mooring	19	-30.5014	30.6378	OTN-Global
KZN-Mzamba	SAF	Underwater mooring	15	-31.0926	30.195	OTN-Global
KZN-Palm beach	SAF	Underwater mooring	14.5	-30.9861	30.2931	OTN-Global
KZN-Park Ryn	SAF	Underwater mooring	18	-30.3392	30.74	OTN-Global
KZN-Pennington	SAF	Underwater mooring	18	-30.3928	30.7021	OTN-Global
KZN-Scott	SAF	Underwater mooring	12	-30.2795	30.7677	OTN-Global
KZN-T.O. Strand	SAF	Underwater mooring	18	-31.0371	30.2454	OTN-Global
KZN-Umtentweni	SAF	Underwater mooring	17	-30.7127	30.4892	OTN-Global
PLB-PLB001	SAF	Underwater mooring	17	-34.0871	23.4011	OTN-Global
PLB-PLB002	SAF	Underwater mooring	22	-34.0537	23.3966	OTN-Global
PLB-PLB003	SAF	Underwater mooring	22	-34.014	23.4457	OTN-Global
PLB-PLB004	SAF	Underwater mooring	22	-33.9903	23.5721	OTN-Global
SAF-RR001	SAF	Underwater mooring	20	-27.0469	32.8653	OTN-Global
SAF-RR002	SAF	Underwater mooring	30	-27.0469	32.8732	OTN-Global
WB-WB001	SAF	Underwater mooring	24	-34.4195	19.2539	OTN-Global
WB-WB002	SAF	Underwater mooring	24	-34.4206	19.2475	OTN-Global
WB-WB003	SAF	Underwater mooring	23	-34.4259	19.2842	OTN-Global
WB-WB004	SAF	Underwater mooring	27	-34.4362	19.2276	OTN-Global
V2LKZNSB-HIBBERDENE	V2LKZNSB	Underwater mooring	20	-30.5877	30.5777	SAF
V2LKZNSB-IFAFA	V2LKZNSB	Underwater mooring	18	-30.4658	30.6593	SAF
V2LKZNSB-MBANGO 1	V2LKZNSB	Underwater mooring	20	-30.7567	30.4584	SAF
V2LKZNSB-MTWALUME	V2LKZNSB	Underwater mooring	19	-30.5014	30.6378	SAF
V2LKZNSB-MZAMBA	V2LKZNSB	Underwater mooring	15	-31.0926	30.195	SAF
V2LKZNSB-PALM BEACH	V2LKZNSB	Underwater mooring	14.5	-30.9861	30.2931	SAF
V2LKZNSB-PARK RYN	V2LKZNSB	Underwater mooring	18	-30.3392	30.74	SAF
V2LKZNSB-PENNINGTON	V2LKZNSB	Underwater mooring	18	-30.3928	30.7021	SAF
V2LKZNSB-SCOTT	V2LKZNSB	Underwater mooring	12	-30.2795	30.7677	SAF
V2LKZNSB-T.O. STRAND	V2LKZNSB	Underwater mooring	18	-31.0371	30.2454	SAF
V2LKZNSB-UMTENTWENI	V2LKZNSB	Underwater mooring	17	-30.7127	30.4892	SAF
Armitage Island	ADM	Underwater mooring	135.3	48.5345	-122.7956	nep
Cypress Island	ADM	Underwater mooring	135.3	48.5957	-122.7301	nep
Freeman Island	ADM	Underwater mooring	135.3	48.6991	-122.9522	nep
Iceberg Point	ADM	Underwater mooring	135.3	48.4234	-122.8927	nep
Lawrence Point	ADM	Underwater mooring	135.3	48.6597	-122.7344	nep
Lime Kiln	ADM	Underwater mooring	135.3	48.5157	-123.1529	nep
NW Blakely Dock	ADM	Underwater mooring	135.3	48.5856	-122.8173	nep
Obstruction Pass	ADM	Underwater mooring	135.3	48.6003	-122.8305	nep
Patos Island	ADM	Underwater mooring	135.3	48.7856	-122.9705	nep
Point George	ADM	Underwater mooring	135.3	48.5608	-122.9892	nep
Sentinel Island	ADM	Underwater mooring	135.3	48.6392	-123.1643	nep
Sucia	ADM	Underwater mooring	135.3	48.7463	-122.8993	nep
ADMIRALTY001	ADM	Underwater mooring	60	48.07304	-122.61662	nep
ADMIRALTY002	ADM	Underwater mooring	123	48.07201	-122.6235	nep
ADMIRALTY003	ADM	Underwater mooring	159	48.07204	-122.62987	nep
ADMIRALTY004	ADM	Underwater mooring	146	48.07323	-122.63297	nep
ADMIRALTY005	ADM	Underwater mooring	128	48.07158	-122.64118	nep
ADMIRALTY006	ADM	Underwater mooring	134	48.07332	-122.644	nep
ADMIRALTY007	ADM	Underwater mooring	119	48.07185	-122.64923	nep
ADMIRALTY008	ADM	Underwater mooring	86	48.07331	-122.655	nep
ADMIRALTY009	ADM	Underwater mooring	75	48.07335	-122.66151	nep
Turn Pt Stuart Is	ADM	Underwater mooring	135.3	48.6883	-123.2374	nep
Yellow Island	ADM	Underwater mooring	135.3	48.5904	-123.0336	nep
ADMIRALTY010	ADM	Underwater mooring	79	48.07359	-122.66689	nep
ADMIRALTY011	ADM	Underwater mooring	101	48.07327	-122.67194	nep
ADMIRALTY012	ADM	Underwater mooring	88	48.07331	-122.67749	nep
ADMIRALTY013	ADM	Underwater mooring	20	48.07337	-122.68244	nep
SJ013	ADM	Underwater mooring	135.3	48.5582	-123.1737	nep
SJ017	ADM	Underwater mooring	135.3	48.4796	-123.0736	nep
SJ007	ADM	Underwater mooring	135.3	48.6004	-122.8292	nep
ADM-test tags	ADM	Underwater mooring	135.3	48.1	-122.4	nep
NETS1	ALFA	Underwater mooring	57	44.7002	-124.1495	nep
NETS2	ALFA	Underwater mooring	60	44.7002	-124.1588	nep
NETS3	ALFA	Underwater mooring	63	44.7002	-124.1685	nep
NETS4	ALFA	Underwater mooring	65	44.7002	-124.1778	nep
NETS5	ALFA	Underwater mooring	68	44.6997	-124.1875	nep
NETS6	ALFA	Underwater mooring	69	44.7	-124.1968	nep
NETS7	ALFA	Underwater mooring	69	44.7002	-124.2063	nep
NETS8	ALFA	Underwater mooring	67	44.7002	-124.2157	nep
SETSA1	ALFA	Underwater mooring	55	44.5583	-124.1768	nep
SETSA2	ALFA	Underwater mooring	57	44.5582	-124.1863	nep
SETSA3	ALFA	Underwater mooring	59	44.5583	-124.1958	nep
SETSA4	ALFA	Underwater mooring	61	44.5583	-124.2053	nep
SETSA5	ALFA	Underwater mooring	64	44.5583	-124.2143	nep
SETSA6	ALFA	Underwater mooring	68	44.5582	-124.2242	nep
SETSA7	ALFA	Underwater mooring	73	44.5582	-124.2337	nep
SETSA8	ALFA	Underwater mooring	75	44.5583	-124.243	nep
SETSB1	ALFA	Underwater mooring	56	44.541	-124.1775	nep
SETSB2	ALFA	Underwater mooring	58	44.542	-124.1863	nep
SETSB3	ALFA	Underwater mooring	59	44.5415	-124.1958	nep
SETSB4	ALFA	Underwater mooring	61	44.5418	-124.2052	nep
SETSB5	ALFA	Underwater mooring	65	44.5417	-124.215	nep
SETSB6	ALFA	Underwater mooring	69	44.5415	-124.2242	nep
SETSB7	ALFA	Underwater mooring	74	44.5417	-124.2337	nep
SETSB8	ALFA	Underwater mooring	73	44.5417	-124.243	nep
5RIVERS-5RIVERS	ALSEA	Underwater mooring	3	44.215048	-123.493317	nep
NEHALEM-O	ALSEA	Underwater mooring	2.1	45.484323	-123.45422	nep
Jaws Inner-001	ALSEA	Underwater mooring	4.7	44.42404635	-124.0763811	nep
Jaws Inner-002	ALSEA	Underwater mooring	9	44.42333407	-124.0755389	nep
Jaws Inner-003	ALSEA	Underwater mooring	9	44.42261917	-124.0749731	nep
Jaws outer-001	ALSEA	Underwater mooring	9	44.421937	-124.077674	nep
Jaws outer-002	ALSEA	Underwater mooring	9	44.42129479	-124.0788933	nep
MidEstuary-001	ALSEA	Underwater mooring	4	44.4380728	-124.064852	nep
MidEstuary-002	ALSEA	Underwater mooring	3	44.43706504	-124.062861	nep
MidEstuary-003	ALSEA	Underwater mooring	3	44.43570281	-124.0621955	nep
Mouth of Fall Cr.-001	ALSEA	Underwater mooring	1.8	44.37606173	-123.7332235	nep
NEHALEM-BOATLAUNCH	ALSEA	Underwater mooring	2.1	45.7058122	-123.8874564	nep
NEHALEM-CONFLUENCE	ALSEA	Underwater mooring	1.8	45.7347839	-123.8748561	nep
NEHALEM-JAWS	ALSEA	Underwater mooring	4.6	45.6600147	-123.9327628	nep
NEHALEM-MOUTH	ALSEA	Underwater mooring	3.8	45.6634186	-123.9292892	nep
NEHALEM-PARADISECOVE	ALSEA	Underwater mooring	3.2	45.6901011	-123.8984069	nep
Oakland Marina-001	ALSEA	Underwater mooring	3.4	44.40627004	-123.9925692	nep
Oakland Marina-002	ALSEA	Underwater mooring	3.7	44.41315737	-123.9945017	nep
Oakland Marina-003	ALSEA	Underwater mooring	3	44.41376161	-123.9964463	nep
Taylor Marina-002	ALSEA	Underwater mooring	4.6	44.40676489	-123.9469063	nep
ALSEA-ABOVE5RIVERS	ALSEA	Underwater mooring	1.5	44.3609694	-123.8285719	nep
ALSEA-FALL CR	ALSEA	Underwater mooring	1.8	44.375655	-123.7307206	nep
ALSEA-HEADOFTIDE	ALSEA	Underwater mooring	6.1	44.4024836	-123.8951375	nep
ALSEA-JAWS	ALSEA	Underwater mooring	6.1	44.4219378	-124.0776739	nep
ALSEA-LOWESTUARY	ALSEA	Underwater mooring	3.4	44.4372769	-124.0615078	nep
ALSEA-MOUTH	ALSEA	Underwater mooring	6.4	44.4219378	-124.0776739	nep
ALSEA-OAKLANDS	ALSEA	Underwater mooring	1.8	44.41317	-123.9941878	nep
ALSEA-TAYLORS	ALSEA	Underwater mooring	8.5	44.4067714	-123.9451122	nep
Head of Tide-001	ALSEA	Underwater mooring	6.1	44.40429287	-123.8928042	nep
Head of Tide-002	ALSEA	Underwater mooring	4.9	44.40351769	-123.8940734	nep
Head of Tide-003	ALSEA	Underwater mooring	3.4	44.4107652	-123.8939085	nep
Five rivers-001	ALSEA	Underwater mooring	1.5	44.36096902	-123.828572	nep
Upper Alsea-001	ALSEA	Underwater mooring	1.8	44.37369792	-123.7283866	nep
S.FK NEHALEM	ALSEA	Underwater mooring	3.7	45.7318114	-123.8680878	nep
Taylor Marina-001	ALSEA	Underwater mooring	8.2	44.40677977	-123.9451124	nep
1	BOOMBARI	Underwater mooring	135.3	23.485583	-109.4046	nep
BNDYP	BOOONC	Underwater mooring	228	48.7663	-123.0402	nep
JF2C	BOOONC	Underwater mooring	180	48.3607	-124.2128	nep
JFCN	BOOONC	Underwater mooring	231	48.5081	-124.74912	nep
AS04	BOOONC	Underwater mooring	118	48.3005	-123.3914	nep
MAC	BOOONC	Underwater mooring	61	48.401	-123.4089	nep
AS04-1	BOOONC	Underwater mooring	123	48.30016667	-123.3912	nep
AS04-2	BOOONC	Underwater mooring	119	48.30045	-123.39135	nep
AS04-3	BOOONC	Underwater mooring	120	48.3003167	-123.3912833	nep
AS04-4	BOOONC	Underwater mooring	121	48.300556	-123.390944	nep
AS04-5	BOOONC	Underwater mooring	118	48.30088889	-123.3914444	nep
AS04-6	BOOONC	Underwater mooring	121	48.30095	-123.3909167	nep
AS04-7	BOOONC	Underwater mooring	119	48.3008	-123.3908	nep
AS04-8	BOOONC	Underwater mooring	341	48.3009667	-123.3907333	nep
AS04-9	BOOONC	Underwater mooring	119	48.30061667	-123.3911333	nep
BCH-1	BOOONC	Underwater mooring	408	48.3332	-125.875583	nep
BCH-2	BOOONC	Underwater mooring	415	48.3332	-125.875583	nep
BNDYP-1	BOOONC	Underwater mooring	240	48.76593333	-123.0385167	nep
BNDYP-10	BOOONC	Underwater mooring	233	48.76633333	-123.03925	nep
BNDYP-2	BOOONC	Underwater mooring	230	48.7663	-123.04022	nep
BNDYP-3	BOOONC	Underwater mooring	235	48.76653333	-123.0391333	nep
BNDYP-4	BOOONC	Underwater mooring	229	48.766366	-123.0392166	nep
BNDYP-5	BOOONC	Underwater mooring	230	48.7665	-123.039556	nep
BNDYP-6	BOOONC	Underwater mooring	234	48.76622222	-123.0391944	nep
BNDYP-7	BOOONC	Underwater mooring	231	48.76641667	-123.0387833	nep
BNDYP-8	BOOONC	Underwater mooring	233	48.7666	-123.0379	nep
BNDYP-9	BOOONC	Underwater mooring	237	48.7664167	-123.0390833	nep
JF2C-1	BOOONC	Underwater mooring	181	48.36038333	-124.2133667	nep
JF2C-2	BOOONC	Underwater mooring	183	48.36067	-124.21282	nep
JF2C-3	BOOONC	Underwater mooring	191	48.35636667	-124.2157667	nep
JF2C-4	BOOONC	Underwater mooring	192	48.3561833	-124.2160217	nep
JF2C-5	BOOONC	Underwater mooring	187	48.356195	-124.216027	nep
JF2C-6	BOOONC	Underwater mooring	190	48.35619497	-124.2160267	nep
JF2C-7	BOOONC	Underwater mooring	190	48.3559745	-124.2157838	nep
JF2C-8	BOOONC	Underwater mooring	187	48.35590331	-124.2158833	nep
JFCN-1	BOOONC	Underwater mooring	250	48.50788333	-124.7504667	nep
JFCN-2	BOOONC	Underwater mooring	245	48.50813	-123.74912	nep
JFCN-3	BOOONC	Underwater mooring	235	48.50841667	-124.7507167	nep
JFCN-4	BOOONC	Underwater mooring	228	48.508333	-124.7500833	nep
JFCN-5	BOOONC	Underwater mooring	232	48.5083383	-124.7500933	nep
MAC-1	BOOONC	Underwater mooring	65	48.40116667	-123.4089833	nep
MAC-2	BOOONC	Underwater mooring	62	48.401	-123.4089	nep
MAC-3	BOOONC	Underwater mooring	62	48.4010833	-123.4089167	nep
MAC-4	BOOONC	Underwater mooring	62	48.401139	-123.409083	nep
MAC-5	BOOONC	Underwater mooring	62	48.40122222	-123.4087778	nep
MAC-6	BOOONC	Underwater mooring	63	48.4011	-123.4084833	nep
MAC-7	BOOONC	Underwater mooring	62	48.4013	-123.4083	nep
MAC-8	BOOONC	Underwater mooring	62	48.4012	-123.4091333	nep
MAC-9	BOOONC	Underwater mooring	62	48.40111667	-123.4089667	nep
BROOKS001	BRKS	Underwater mooring	34	50.12795	-127.92558	nep
BROOKS002	BRKS	Underwater mooring	45	50.12608	-127.93725	nep
BROOKS003	BRKS	Underwater mooring	57	50.12105	-127.94617	nep
BROOKS004	BRKS	Underwater mooring	75	50.1153	-127.95462	nep
BROOKS005	BRKS	Underwater mooring	75	50.10932	-127.96192	nep
BROOKS006	BRKS	Underwater mooring	94	50.103	-127.96865	nep
BROOKS007	BRKS	Underwater mooring	110	50.0969	-127.97582	nep
BROOKS008	BRKS	Underwater mooring	137	50.0903	-127.982	nep
BURRARD001	BURR	Underwater mooring	135.3	49.29263	-123.04453	nep
BURRARD002	BURR	Underwater mooring	135.3	49.29985	-123.04252	nep
BURRARD003	BURR	Underwater mooring	16.5	49.28985	-123.24013	nep
BURRARD004	BURR	Underwater mooring	40.2	49.29395	-123.24125	nep
BURRARD005	BURR	Underwater mooring	60.4	49.29804	-123.24237	nep
BURRARD006	BURR	Underwater mooring	69.5	49.30222	-123.24289	nep
BURRARD007	BURR	Underwater mooring	73.2	49.30626	-123.24452	nep
BURRARD008	BURR	Underwater mooring	73.2	49.31044	-123.24629	nep
BURRARD009	BURR	Underwater mooring	82.3	49.3144	-123.24807	nep
BURRARD010	BURR	Underwater mooring	87.8	49.31865	-123.24919	nep
BURRARD011	BURR	Underwater mooring	89.6	49.323	-123.24994	nep
BURRARD012	BURR	Underwater mooring	76.8	49.3273	-123.25128	nep
BURRARD013	BURR	Underwater mooring	49.4	49.33156	-123.25219	nep
BURRARD014	BURR	Underwater mooring	31.1	49.33381	-123.2553	nep
CAPILANO001	CAPL	Underwater mooring	135.3	49.3706	-123.1156	nep
CAPILANO002	CAPL	Underwater mooring	135.3	49.3754	-123.1127	nep
CAPILANO003	CAPL	Underwater mooring	135.3	49.373	-123.1184	nep
CAPILANO004	CAPL	Underwater mooring	135.3	49.3631	-123.1132	nep
CAPILANO005	CAPL	Underwater mooring	135.3	49.3669	-123.1078	nep
CAPILANO006	CAPL	Underwater mooring	135.3	49.3815	-123.1251	nep
CAPILANO007	CAPL	Underwater mooring	135.3	49.38	-123.1262	nep
CAPILANO008	CAPL	Underwater mooring	135.3	49.3909	-123.1377	nep
CASC_HD002	CASC	Underwater mooring	30.2	45.05197	-124.03629	nep
CASC_HD003	CASC	Underwater mooring	38.4	45.05207	-124.04546	nep
CASC_HD004	CASC	Underwater mooring	47.5	45.05205	-124.0566	nep
CASC_HD005	CASC	Underwater mooring	54.9	45.0523	-124.06683	nep
CASC_HD006	CASC	Underwater mooring	60.4	45.05235	-124.07865	nep
CASC_HD007	CASC	Underwater mooring	64	45.05257	-124.08683	nep
CASC_HD008	CASC	Underwater mooring	73.2	45.05257	-124.09688	nep
CASC_HD009	CASC	Underwater mooring	78.6	45.0527	-124.10682	nep
CASC_HD010	CASC	Underwater mooring	86	45.0527	-124.11685	nep
CASC_HD011	CASC	Underwater mooring	91.4	45.05257	-124.12688	nep
CASC_HD012	CASC	Underwater mooring	95.1	45.05288	-124.13702	nep
CASC_HD013	CASC	Underwater mooring	100.6	45.05292	-124.14687	nep
CASC_HD014	CASC	Underwater mooring	104.2	45.05313	-124.15713	nep
CASC_HD015	CASC	Underwater mooring	107.9	45.053	-124.16712	nep
CASC_HD016	CASC	Underwater mooring	113.4	45.05318	-124.17705	nep
CASC_HD017	CASC	Underwater mooring	120.7	45.05342	-124.18717	nep
CASC_HD018	CASC	Underwater mooring	126.2	45.05342	-124.19712	nep
CASC_HD019	CASC	Underwater mooring	131.7	45.05353	-124.20723	nep
CASC_HD020	CASC	Underwater mooring	137.2	45.0536	-124.21722	nep
CASC_HD021	CASC	Underwater mooring	142.6	45.05367	-124.2274	nep
CASC_HD022	CASC	Underwater mooring	148.1	45.05393	-124.2376	nep
CASC_HD045	CASC	Underwater mooring	259.7	45.0531	-124.38551	nep
CASC_HD046	CASC	Underwater mooring	270.7	45.05313	-124.39368	nep
CASC_HD023	CASC	Underwater mooring	153.6	45.05397	-124.2475	nep
CASC_HD024	CASC	Underwater mooring	157.3	45.05418	-124.2575	nep
